chunk_compression, gcm_encryption, ecdsa_signature, lepton_compression, total_creation, dht_store, length normal ,length compressed, final_length
21.5830802917, 5.27095794678, 10.959148407, 251.929998398, 39.2541885376, 238.33489418, 74586, 34252, 45708,
22.7880477905, 5.45692443848, 11.3120079041, 260.487794876, 40.952205658, 199.271917343, 77146, 36209, 48245,
13.1340026855, 3.6928653717, 10.6770992279, 184.53001976, 28.872013092, 221.001148224, 56554, 20450, 27723,
9.38296318054, 3.23605537415, 10.272026062, 173.797130585, 24.2540836334, 189.213037491, 48676, 15333, 20602,
30.8599472046, 7.45511054993, 11.9240283966, 263.212919235, 51.6860485077, 275.930166245, 99049, 54507, 71462,
55.2449226379, 13.6690139771, 14.2681598663, 332.128047943, 84.7079753876, 352.431058884, 168099, 115859, 142708,
56.5450191498, 14.0688419342, 14.2788887024, 268.034219742, 86.4689350128, 358.049869537, 173160, 120020, 148083,
47.9209423065, 11.5540027618, 13.4811401367, 379.332065582, 74.718952179, 267.245054245, 145401, 92409, 118728,
29.0939807892, 7.49707221985, 11.7909908295, 289.682149887, 49.8340129852, 259.948968887, 96996, 52816, 69461,
14.9350166321, 4.01592254639, 10.5259418488, 228.327989578, 30.8389663696, 247.102022171, 60656, 23612, 31785,
12.0298862457, 3.74007225037, 10.6229782104, 187.129974365, 27.773141861, 227.252006531, 55564, 20979, 27977,
31.909942627, 7.79891014099, 12.0849609375, 339.4780159, 53.2710552216, 249.783992767, 102554, 57609, 75542,
18.8059806824, 4.67491149902, 10.931968689, 211.301088333, 35.8099937439, 302.405118942, 67547, 28738, 38707,
21.4920043945, 5.32102584839, 10.9751224518, 224.421977997, 39.2138957977, 233.746051788, 74397, 34127, 45549,
27.2719860077, 6.37102127075, 11.6100311279, 275.362014771, 46.6740131378, 239.957094193, 87717, 44466, 58527,
3.97109985352, 1.8949508667, 9.94610786438, 152.221918106, 17.1010494232, 170.970916748, 34657, 4503, 5752,
46.7250347137, 11.2211704254, 13.2489204407, 371.99306488, 72.7860927582, 277.226924896, 141392, 89502, 114634,
47.5089550018, 11.5439891815, 13.3798122406, 388.404846191, 73.9710330963, 239.739179611, 144504, 92401, 117895,
90.7900333405, 23.2019424438, 13.2079124451, 346.39787674, 128.852844238, 368.25799942, 276009, 215550, 252542,
91.4511680603, 23.4611034393, 17.7199840546, 317.517995834, 134.435892105, 306.021928787, 279609, 220122, 256151,
93.4519767761, 21.045923233, 9.05990600586, 318.048000336, 125.378131866, 303.680896759, 282216, 223552, 258813,
78.5310268402, 11.3708972931, 8.74018669128, 341.989040375, 100.363969803, 332.84497261, 266253, 209843, 242716,
28.932094574, 7.43389129639, 12.0270252228, 295.991897583, 50.4100322723, 233.769893646, 97333, 53785, 70305,
21.3050842285, 5.31601905823, 11.1348628998, 223.851919174, 39.1731262207, 225.036144257, 73598, 33459, 44715,
21.9621658325, 5.34796714783, 11.207818985, 263.108968735, 39.9160385132, 206.345796585, 75450, 34896, 46568,
24.8379707336, 5.9061050415, 11.3639831543, 273.473978043, 43.5240268707, 219.707012177, 81450, 39530, 52483,
33.3099365234, 8.28385353088, 12.1557712555, 276.98802948, 55.1850795746, 235.435962677, 107839, 62099, 80839,
11.981010437, 3.80492210388, 10.6580257416, 200.425863266, 27.8148651123, 172.980070114, 55844, 20869, 28026,
90.5790328979, 23.3581066132, 17.6179409027, 303.21598053, 133.29911232, 314.909934998, 278289, 218554, 254893,
61.3222122192, 12.1059417725, 9.06300544739, 307.136058807, 84.212064743, 303.04312706, 283185, 221204, 259771,
83.8479995728, 11.8980407715, 8.85415077209, 298.052072525, 106.287002563, 311.331033707, 276839, 216042, 253401,
97.8820323944, 14.0991210938, 9.15098190308, 319.076061249, 122.809171677, 334.668159485, 288694, 223678, 264986,
81.2349319458, 12.225151062, 9.08803939819, 319.77391243, 104.198932648, 311.827898026, 285391, 221476, 261774,
89.635848999, 11.9988918304, 9.08899307251, 297.086000443, 112.464904785, 322.881937027, 280646, 219858, 257253,
25.4080295563, 5.92923164368, 11.433839798, 280.199050903, 44.7471141815, 305.183887482, 82693, 40436, 53627,
20.8051204681, 5.10001182556, 11.1660957336, 258.188962936, 38.4509563446, 504.471063614, 72612, 32721, 43854,
19.8090076447, 4.87995147705, 10.9930038452, 230.098962784, 37.052154541, 314.548969269, 70251, 30890, 41479,
18.5980796814, 4.77313995361, 10.8711719513, 254.794836044, 35.7329845428, 200.692176819, 67825, 28985, 39038,
6.83689117432, 2.42400169373, 10.0400447845, 174.515008926, 20.693063736, 188.566923141, 41715, 9368, 12753,
7.62486457825, 2.70390510559, 10.1759433746, 179.728984833, 21.8541622162, 294.376850128, 44434, 12111, 16140,
85.8688354492, 13.2808685303, 8.70680809021, 330.621957779, 109.73906517, 347.327947617, 256723, 193677, 232484,
80.0800323486, 11.2390518188, 8.69297981262, 346.37594223, 101.65309906, 278.814077377, 262230, 200242, 238463,
91.6359424591, 14.9369239807, 8.88180732727, 353.01399231, 117.387056351, 467.188835144, 270865, 206093, 247039,
87.0950222015, 11.4920139313, 8.82196426392, 347.068786621, 109.122991562, 362.428188324, 268008, 203310, 243923,
92.4170017242, 22.7088928223, 14.8541927338, 354.120016098, 131.88791275, 290.773153305, 271010, 206550, 247147,
86.2619876862, 19.2279815674, 8.7788105011, 355.85808754, 116.242170334, 346.220016479, 263544, 203411, 239938,
27.1780490875, 6.27279281616, 11.3909244537, 255.808115005, 46.2470054626, 293.454885483, 86907, 43807, 57720,
26.9849300385, 6.2940120697, 11.4088058472, 278.154850006, 46.1101531982, 211.186885834, 86199, 43190, 57101,
27.1158218384, 6.30307197571, 11.5039348602, 275.609970093, 46.3109016418, 273.635149002, 87131, 43984, 57975,
18.2819366455, 4.59909439087, 10.8728408813, 201.074123383, 35.1419448853, 167.701005936, 66304, 27733, 37418,
6.73794746399, 2.5200843811, 9.98282432556, 168.305158615, 20.5771923065, 183.912038803, 43075, 10587, 14284,
15.5081748962, 4.45103645325, 10.8020305634, 203.743934631, 32.1130752563, 185.121059418, 64237, 27149, 36357,
66.6501522064, 16.9892311096, 15.4051780701, 307.351827621, 100.672006607, 264.208078384, 205669, 153454, 181158,
53.2410144806, 9.04703140259, 7.976770401, 297.987937927, 71.7980861664, 288.578987122, 214147, 159097, 189799,
66.0710334778, 17.462015152, 7.98296928406, 277.57692337, 93.0888652802, 264.683008194, 206988, 151909, 182647,
72.1280574799, 18.4810161591, 15.8979892731, 306.472063065, 108.114957809, 266.258955002, 222417, 165784, 197785,
71.3489055634, 18.4137821198, 15.3110027313, 302.201986313, 106.739997864, 448.926925659, 222073, 167018, 197671,
70.4801082611, 18.2158946991, 16.0131454468, 328.068971634, 106.307029724, 250.077962875, 219376, 165464, 195159,
27.3239612579, 6.31189346313, 11.4119052887, 283.375024796, 46.4661121368, 197.221040726, 87173, 44082, 58062,
18.6429023743, 4.73999977112, 11.0220909119, 237.524032593, 36.1189842224, 239.115953445, 67573, 28792, 38803,
26.2989997864, 6.19602203369, 11.4150047302, 241.826057434, 45.3200340271, 201.216936111, 84706, 41955, 55529,
23.0548381805, 5.59592247009, 11.2462043762, 277.57191658, 41.2938594818, 199.867010117, 77875, 36722, 48939,
8.98694992065, 3.04198265076, 10.2090835571, 166.511058807, 23.619890213, 256.343126297, 47083, 13352, 18236,
7.40194320679, 2.83789634705, 10.3509426117, 160.593986511, 21.9368934631, 172.929048538, 44588, 12265, 16304,
82.8189849854, 15.4519081116, 8.44693183899, 337.396144867, 108.414888382, 329.885005951, 247543, 186300, 223122,
69.6229934692, 11.3260746002, 8.71586799622, 345.342874527, 91.411113739, 312.522888184, 265262, 202592, 241264,
71.7239379883, 11.4459991455, 8.73398780823, 349.058151245, 93.7838554382, 379.627943039, 266766, 202557, 242832,
87.6870155334, 21.8939781189, 9.5579624176, 358.80613327, 120.885133743, 278.706789017, 262414, 198143, 238019,
87.8579616547, 22.057056427, 17.3771381378, 362.622976303, 129.189968109, 359.022140503, 264310, 199844, 239999,
86.1887931824, 21.9252109528, 8.95619392395, 345.971107483, 118.808031082, 393.99600029, 260014, 199747, 236269,
24.3639945984, 5.66291809082, 11.2690925598, 268.12005043, 42.6828861237, 269.09995079, 79905, 38197, 50945,
22.604227066, 5.66411018372, 11.2819671631, 244.780063629, 40.9440994263, 218.147039413, 76991, 36153, 48129,
26.4918804169, 6.34384155273, 11.6000175476, 286.343097687, 45.902967453, 236.407995224, 86575, 43495, 58038,
19.2129611969, 4.66895103455, 10.8029842377, 226.144075394, 36.0848903656, 208.31489563, 67666, 28786, 38794,
88.8910293579, 14.9459838867, 8.79788398743, 350.573062897, 114.613056183, 282.105207443, 264364, 206088, 240850,
90.2841091156, 22.3181247711, 11.8281841278, 348.056793213, 126.137971878, 271.582126617, 265312, 202973, 241377,
76.0278701782, 19.4931030273, 16.2379741669, 312.67619133, 113.919019699, 329.819917679, 234089, 179996, 210163,
59.1559410095, 10.1149082184, 8.2368850708, 314.713001251, 79.2717933655, 330.461025238, 238015, 182021, 214458,
72.0279216766, 9.62090492249, 8.16893577576, 305.703163147, 91.3519859314, 332.643032074, 226293, 171124, 202594,
80.8849334717, 19.4790363312, 8.41093063354, 324.799060822, 110.65196991, 317.994832993, 245392, 188329, 221364,
74.5480060577, 10.0059509277, 8.26692581177, 320.348024368, 94.4459438324, 384.034156799, 234952, 181055, 211167,
68.6480998993, 10.2469921112, 8.28289985657, 325.465917587, 88.7560844421, 291.755199432, 240106, 186030, 216352,
13.2539272308, 4.0111541748, 10.8258724213, 246.194839478, 30.0691127777, 221.663951874, 59317, 23440, 31117,
31.1141014099, 7.74812698364, 12.0100975037, 306.751966476, 52.3319244385, 234.945058823, 101458, 56984, 74487,
22.4249362946, 5.38897514343, 11.1501216888, 280.414104462, 40.3838157654, 233.485937119, 76106, 35374, 47249,
25.8069038391, 6.0498714447, 11.3620758057, 285.701990128, 44.6598529816, 234.320163727, 83141, 40789, 54081,
11.561870575, 3.40604782104, 10.3750228882, 209.995031357, 26.7140865326, 176.503896713, 53004, 17792, 24201,
10.2710723877, 3.28493118286, 10.421037674, 174.880027771, 25.3489017487, 226.351976395, 50552, 16808, 22611,
93.0070877075, 18.1710720062, 8.98408889771, 331.775188446, 122.02000618, 322.302818298, 279661, 220347, 256174,
75.5708217621, 12.5851631165, 9.27209854126, 328.456163406, 99.1067886353, 370.909929276, 294043, 233464, 270608,
100.256919861, 12.9840373993, 9.38487052917, 270.07818222, 124.577045441, 381.398200989, 301951, 238128, 278386,
89.0119075775, 12.0048522949, 8.9259147644, 293.869018555, 111.671924591, 301.756858826, 279952, 223808, 256362,
91.518163681, 12.4208927155, 9.15789604187, 321.668148041, 114.949941635, 317.209005356, 289499, 231806, 265830,
94.0210819244, 17.539024353, 9.04011726379, 325.387001038, 122.36905098, 319.598197937, 283312, 226619, 259674,
28.1600952148, 6.64091110229, 11.6891860962, 239.08495903, 48.4938621521, 242.239952087, 90630, 46449, 61838,
23.0159759521, 5.51080703735, 11.2860202789, 259.639024734, 41.2888526917, 241.484165192, 77689, 36545, 48757,
19.8729038239, 4.93407249451, 11.0321044922, 214.350938797, 37.2707843781, 194.546937943, 70859, 31349, 42001,
21.1701393127, 5.23400306702, 11.0378265381, 217.497110367, 38.8510227203, 208.925962448, 73485, 33440, 44654,
25.8259773254, 5.98001480103, 11.4009380341, 275.377988815, 44.6131229401, 224.454879761, 82524, 40042, 53356,
23.4429836273, 6.14809989929, 11.45195961, 263.449907303, 42.4559116364, 227.755069733, 82238, 41055, 54684,
92.8220748901, 13.594865799, 9.5911026001, 323.104858398, 117.831945419, 375.995874405, 316047, 253275, 292480,
98.1841087341, 13.5180950165, 9.58013534546, 326.680898666, 122.982978821, 295.783042908, 314753, 252139, 291240,
76.4479637146, 13.6861801147, 9.65094566345, 326.583147049, 101.796150208, 353.699922562, 318181, 254663, 294640,
109.39002037, 15.4631137848, 9.73010063171, 321.934938431, 136.445045471, 324.365139008, 319856, 256124, 296373,
104.804039001, 13.631105423, 9.59897041321, 323.987007141, 129.66799736, 366.811990738, 314992, 252223, 291465,
98.2630252838, 13.1018161774, 9.44805145264, 315.986871719, 122.543096542, 336.754083633, 304474, 244894, 280852,
30.6551456451, 7.67397880554, 11.8100643158, 294.201850891, 51.5580177307, 250.344991684, 99739, 55708, 72812,
21.4250087738, 5.37991523743, 11.1179351807, 245.512008667, 39.3018722534, 299.628973007, 74091, 33801, 45259,
24.3611335754, 5.77998161316, 11.3401412964, 295.366048813, 42.8919792175, 201.901912689, 80050, 38352, 51124,
18.5339450836, 4.63485717773, 10.8869075775, 210.058927536, 35.4421138763, 180.036067963, 67218, 28641, 38464,
21.8169689178, 5.39517402649, 11.1310482025, 246.427059174, 39.742231369, 241.724014282, 74383, 34130, 45465,
24.7910022736, 6.42609596252, 11.5420818329, 277.491092682, 44.1651344299, 252.21991539, 85725, 43996, 58226,
13.7248039246, 4.29606437683, 10.8258724213, 214.210033417, 30.2219390869, 246.023893356, 60894, 24464, 32891,
46.2470054626, 11.3680362701, 13.2160186768, 389.346122742, 72.340965271, 265.53606987, 141737, 89781, 115142,
45.6290245056, 9.7770690918, 6.69479370117, 344.907045364, 63.5719299316, 275.254964828, 140329, 88306, 113514,
46.6060638428, 11.3229751587, 13.1931304932, 386.451005936, 72.6599693298, 275.680065155, 143495, 90987, 116877,
42.4010753632, 10.320186615, 12.8440856934, 362.880945206, 67.0819282532, 287.453889847, 130310, 79653, 103183,
78.4330368042, 12.5539302826, 9.21487808228, 314.072847366, 101.911067963, 340.219974518, 292838, 235574, 269374,
27.7080535889, 7.15494155884, 11.8198394775, 328.204154968, 48.6209392548, 325.111150742, 93560, 50697, 66524,
26.5781879425, 6.24990463257, 11.3918781281, 223.733901978, 45.7348823547, 301.567077637, 85773, 42787, 56580,
22.766828537, 5.64193725586, 11.2209320068, 256.711959839, 41.0602092743, 205.770015717, 77558, 36631, 48697,
22.9489803314, 5.63311576843, 11.1849308014, 276.557922363, 41.1698818207, 272.488832474, 78057, 36870, 49275,
10.7200145721, 3.27301025391, 10.3600025177, 226.07588768, 25.7248878479, 179.404973984, 51073, 16376, 22347,
11.0960006714, 3.73005867004, 10.458946228, 184.216976166, 26.6449451447, 190.999984741, 53820, 19282, 25858,
78.8779258728, 14.356136322, 8.44407081604, 323.251962662, 103.276014328, 298.95401001, 243680, 188091, 219982,
63.7080669403, 10.5469226837, 8.52584838867, 319.944143295, 84.5789909363, 302.35004425, 244244, 188255, 220452,
82.8838348389, 17.1978473663, 8.54420661926, 329.508066177, 110.352993011, 324.510097504, 251773, 193073, 228256,
84.587097168, 15.692949295, 8.68391990662, 334.011077881, 110.589027405, 296.009063721, 256679, 198025, 232928,
79.451084137, 20.4918384552, 16.6461467743, 341.714859009, 118.479013443, 320.79911232, 245557, 189834, 221912,
81.3400745392, 12.8810405731, 8.53419303894, 323.621034622, 104.552984238, 286.106109619, 249845, 194046, 226213,
20.2400684357, 4.97102737427, 11.00897789, 271.190881729, 37.6238822937, 212.00799942, 71020, 31495, 42261,
19.5100307465, 4.83393669128, 10.9100341797, 241.51802063, 36.6599559784, 190.69981575, 69408, 30253, 40576,
25.2320766449, 5.84316253662, 11.4290714264, 306.597232819, 43.9429283142, 205.082893372, 81509, 39520, 52535,
25.7837772369, 6.02722167969, 11.3210678101, 246.70791626, 44.5630550385, 196.536064148, 82604, 40322, 53565,
26.72290802, 6.25491142273, 11.4459991455, 279.097080231, 45.8538532257, 205.859899521, 85716, 42877, 56668,
26.0620117188, 6.53910636902, 11.5721225739, 292.837142944, 45.5539226532, 238.603830338, 87793, 45538, 60206,
46.0681915283, 11.1241340637, 13.2598876953, 363.646030426, 71.9289779663, 281.359910965, 140215, 88488, 113287,
52.6220798492, 13.179063797, 13.9410495758, 272.619962692, 81.328868866, 312.448978424, 160786, 108567, 135030,
57.5051307678, 14.0981674194, 14.2500400543, 334.714174271, 87.4660015106, 255.486011505, 173270, 120482, 148308,
60.0390434265, 10.0841522217, 8.29100608826, 318.293094635, 79.9479484558, 328.907966614, 236526, 180478, 212379,
76.1160850525, 12.7079486847, 8.26478004456, 311.452865601, 98.7000465393, 282.562017441, 235427, 180030, 211408,
74.5408535004, 19.3929672241, 16.1740779877, 341.159105301, 111.884117126, 263.877868652, 232893, 179942, 209131,
10.4727745056, 3.4921169281, 10.617017746, 199.312925339, 26.4539718628, 283.878087997, 53646, 19185, 25174,
28.5868644714, 6.76298141479, 11.6338729858, 304.393053055, 48.4352111816, 193.773031235, 91388, 47306, 62393,
23.7109661102, 5.76591491699, 11.2648010254, 272.407054901, 42.1681404114, 204.54120636, 79151, 37799, 50277,
22.8338241577, 5.53297996521, 11.1970901489, 250.618219376, 40.9719944, 203.186035156, 76630, 35622, 47636,
26.5328884125, 6.23106956482, 11.6651058197, 302.521944046, 45.8400249481, 228.728055954, 85813, 43071, 56741,
67.0480728149, 17.1449184418, 15.3779983521, 375.065088272, 101.35102272, 287.994861603, 206242, 151866, 181606,
59.289932251, 8.58116149902, 7.7121257782, 279.026031494, 77.1169662476, 297.442913055, 203980, 149033, 179080,
65.4129981995, 8.59689712524, 7.66396522522, 277.278900146, 83.456993103, 317.747116089, 203752, 148219, 178881,
59.0629577637, 8.65793228149, 7.85899162292, 282.254934311, 77.0969390869, 374.99499321, 206682, 150683, 182061,
63.6260509491, 10.3750228882, 8.38899612427, 317.214012146, 83.9519500732, 385.362863541, 243948, 186817, 219967,
76.0560035706, 16.9620513916, 8.26096534729, 314.268112183, 103.260040283, 308.559179306, 237769, 183078, 213946,
34.6040725708, 8.52513313293, 12.3801231384, 283.403873444, 56.9438934326, 233.328819275, 109804, 63426, 82715,
12.7861499786, 4.0180683136, 10.6520652771, 210.918903351, 28.8619995117, 238.216161728, 58697, 22874, 30390,
24.7509479523, 5.87105751038, 11.4178657532, 243.69096756, 43.4758663177, 211.455106735, 81028, 39114, 52095,
22.2029685974, 5.3870677948, 11.1861228943, 253.059864044, 40.2581691742, 219.238996506, 76071, 35298, 47224,
22.4959850311, 5.43808937073, 11.2500190735, 269.804000854, 40.6041145325, 187.130212784, 76687, 35826, 47831,
28.3150672913, 6.74700737, 11.6040706635, 269.43898201, 48.070192337, 214.08200264, 91245, 47284, 62208,
10.4429721832, 3.44300270081, 10.3600025177, 182.577133179, 25.621175766, 200.256109238, 50916, 17046, 22841,
69.041967392, 10.9620094299, 8.54396820068, 325.389146805, 90.3098583221, 344.169855118, 256239, 198968, 232667,
79.1230201721, 10.9858512878, 8.68105888367, 331.444978714, 100.397109985, 317.375898361, 257291, 199588, 233875,
71.3360309601, 10.8540058136, 8.57186317444, 331.393957138, 92.6299095154, 307.074069977, 253586, 196600, 229983,
81.1131000519, 11.0700130463, 8.57400894165, 335.107803345, 102.332115173, 316.94483757, 257590, 199542, 234063,
77.72397995, 11.3470554352, 8.74781608582, 344.169855118, 99.4248390198, 333.116054535, 263819, 204014, 240306,
76.1799812317, 11.0189914703, 8.61191749573, 327.965021133, 97.4750518799, 429.828882217, 258060, 200671, 234534,
28.8701057434, 7.39789009094, 12.0899677277, 297.132015228, 50.2231121063, 229.525089264, 97401, 53908, 70522,
28.4781455994, 7.35592842102, 11.8789672852, 325.458049774, 49.222946167, 208.441972733, 96454, 53040, 69568,
24.1360664368, 5.77211380005, 11.223077774, 225.001096725, 42.564868927, 197.914123535, 79969, 38233, 51067,
19.2720890045, 4.88185882568, 10.8859539032, 233.330011368, 36.4439487457, 202.974081039, 69633, 30498, 40833,
18.3310508728, 4.58693504333, 10.8029842377, 209.897994995, 35.1021289825, 217.455148697, 65974, 27514, 37079,
10.2770328522, 3.40390205383, 10.3878974915, 168.581962585, 25.4230499268, 182.508945465, 51241, 17287, 23146,
29.659986496, 7.4200630188, 11.8970870972, 307.2681427, 50.430059433, 235.084056854, 97842, 53486, 70203,
52.8130531311, 12.9759311676, 13.9691829681, 255.192995071, 81.2919139862, 306.586027145, 160832, 108598, 134904,
64.0139579773, 12.0189189911, 8.94999504089, 323.67515564, 86.9319438934, 333.663225174, 280253, 217057, 256565,
92.423915863, 23.206949234, 12.757062912, 298.485040665, 130.133867264, 365.99111557, 277313, 214928, 253806,
90.8939838409, 16.4859294891, 8.84389877319, 348.469018936, 118.286132812, 314.75019455, 271798, 209954, 248261,
90.5001163483, 22.901058197, 17.648935318, 357.308864594, 132.809877396, 304.646968842, 272674, 212288, 249298,
25.7451534271, 6.07991218567, 11.4650726318, 275.228023529, 45.1991558075, 273.610830307, 83671, 41144, 54557,
27.9331207275, 6.49094581604, 11.6860866547, 261.029005051, 47.5101470947, 236.263990402, 89373, 45848, 60107,
27.3790359497, 6.4799785614, 11.4889144897, 257.048130035, 46.7989444733, 232.449054718, 87894, 44601, 58686,
24.3489742279, 5.82003593445, 11.2121105194, 289.829969406, 42.7780151367, 208.358049393, 79663, 37999, 50700,
13.4408473969, 3.81898880005, 10.6060504913, 184.817075729, 29.235124588, 267.255067825, 57136, 21150, 28836,
26.0491371155, 6.57892227173, 11.7139816284, 284.608125687, 45.7639694214, 199.442863464, 87657, 45314, 59905,
24.0571498871, 6.12187385559, 11.4920139313, 287.940979004, 43.0979728699, 228.621959686, 83195, 41878, 55507,
79.7560214996, 10.7529163361, 8.52298736572, 353.60789299, 100.661993027, 301.240921021, 251833, 190491, 227865,
71.074962616, 10.7271671295, 8.45217704773, 349.983930588, 91.9451713562, 332.366943359, 251925, 190170, 228033,
55.1278591156, 13.6811733246, 14.2731666565, 269.750118256, 84.6769809723, 265.383005142, 168770, 114381, 143272,
59.1719150543, 14.9269104004, 14.6369934082, 272.917032242, 90.7242298126, 330.997943878, 182078, 129401, 157425,
59.5328807831, 15.2640342712, 14.7490501404, 298.979997635, 91.1891460419, 286.029100418, 186305, 133851, 161743,
25.8719921112, 6.10399246216, 11.3461017609, 239.120006561, 44.7318553925, 242.75803566, 83867, 41351, 54746,
19.9129581451, 5.0151348114, 11.0249519348, 215.051174164, 37.3718738556, 190.791845322, 70390, 30919, 41538,
21.4190483093, 5.30099868774, 11.1191272736, 222.371816635, 39.2398834229, 255.511045456, 73584, 33511, 44804,
19.1271305084, 4.84991073608, 11.0747814178, 225.940942764, 36.456823349, 365.772008896, 69643, 30555, 40878,
7.19594955444, 2.53200531006, 10.1301670074, 173.296928406, 21.2168693542, 175.51112175, 42768, 10233, 14144,
22.1798419952, 5.98788261414, 11.3830566406, 243.077993393, 40.9841537476, 246.568918228, 80803, 40523, 53366,
74.1848945618, 14.2221450806, 8.18681716919, 320.931911469, 98.3200073242, 334.314823151, 225682, 168745, 201486,
67.8770542145, 16.8581008911, 15.3439044952, 300.774812698, 101.687908173, 267.384052277, 204712, 148396, 179762,
67.3680305481, 16.979932785, 7.83395767212, 294.143915176, 93.7731266022, 266.792058945, 203350, 147462, 178201,
73.3699798584, 11.4731788635, 8.10098648071, 315.505981445, 94.5200920105, 493.22104454, 223046, 165259, 198605,
71.653842926, 17.4429416656, 9.49907302856, 308.588027954, 100.198030472, 250.238895416, 211300, 153643, 186467,
71.1119174957, 17.5371170044, 15.4800415039, 318.818092346, 105.806112289, 277.183055878, 212343, 155953, 187550,
27.5809764862, 6.3169002533, 11.5721225739, 280.200004578, 46.9040870667, 233.028173447, 87367, 44181, 58173,
28.0349254608, 6.42514228821, 11.6341114044, 271.888017654, 47.4770069122, 220.295190811, 88690, 45257, 59498,
24.778842926, 5.89489936829, 11.3608837128, 256.189823151, 43.4679985046, 212.733030319, 80882, 39057, 51949,
22.4919319153, 5.45287132263, 11.1391544342, 259.82093811, 40.5149459839, 224.733114243, 76029, 35348, 47117,
10.910987854, 3.66711616516, 10.3960037231, 219.954967499, 26.3249874115, 202.203989029, 54505, 19670, 26183,
33.7319374084, 8.52298736572, 12.3789310455, 318.45498085, 56.0998916626, 251.119852066, 110112, 63725, 83054,
96.4269638062, 14.4219398499, 9.86385345459, 344.51508522, 122.930049896, 440.742015839, 333645, 266998, 310486,
118.489980698, 15.4461860657, 10.0469589233, 334.201097488, 146.028995514, 345.103979111, 341355, 271671, 318111,
114.03799057, 24.6558189392, 9.90605354309, 328.573942184, 150.767803192, 362.156867981, 333438, 263595, 309924,
92.1127796173, 13.0641460419, 9.36579704285, 309.710025787, 116.477012634, 352.343797684, 304698, 243979, 281020,